product_id,product_name,category,sku,unit_price,quantity,total,date,channel,current_stock,safety_stock,reorder_point,lead_time_days,warehouse_location
1013,Dumbbell Set,Sports,DS-013,89.99,16,1439.84,2026-04-21,retail,32,12,40,14,Warehouse-C-19
1003,Bluetooth Speaker,Electronics,BS-003,59.99,19,1139.81,2026-04-21,retail,38,15,40,10,Warehouse-C-02
1005,Mechanical Keyboard,Electronics,MK-005,89.99,28,2519.72,2026-04-22,wholesale,56,10,30,14,Warehouse-A-13
1020,Gym Gloves,Sports,GG-020,19.99,9,179.91,2026-04-22,wholesale,18,30,90,7,Warehouse-B-31
1002,USB-C Cable,Electronics,UC-002,12.99,1,12.99,2026-04-22,online,2,25,60,5,Warehouse-A-24
1050,Socks Pack,Apparel,SP-050,14.99,3,44.97,2026-04-23,online,52,70,180,5,Warehouse-C-39
1017,Basketball,Sports,BK-017,34.99,7,244.93,2026-04-23,retail,14,20,60,7,Warehouse-C-17
1047,Baseball Cap,Apparel,BC-047,29.99,5,149.95,2026-04-23,online,10,30,90,5,Warehouse-B-27
1014,Tennis Racket,Sports,TR-014,149.99,17,2549.83,2026-04-25,retail,34,10,30,10,Warehouse-C-24
1048,Winter Gloves,Apparel,WG-048,19.99,9,179.91,2026-04-25,online,18,45,130,5,Warehouse-C-37
1015,Resistance Bands,Sports,RB-015,19.99,14,279.86,2026-04-25,online,28,50,120,5,Warehouse-B-26
1024,Storage Cabinet,Furniture,SC-024,199.99,11,2199.89,2026-04-25,retail,22,10,25,14,Warehouse-A-16
1020,Gym Gloves,Sports,GG-020,19.99,7,139.93,2026-04-25,wholesale,14,30,90,7,Warehouse-A-01
1037,Rice Cooker,Appliances,RC-037,69.99,8,559.92,2026-04-25,wholesale,16,15,45,10,Warehouse-C-01
1009,Wireless Charger,Electronics,WC-009,24.99,11,274.89,2026-04-26,online,22,30,80,5,Warehouse-C-02
1037,Rice Cooker,Appliances,RC-037,69.99,13,909.87,2026-04-26,retail,26,15,45,10,Warehouse-A-05
1019,Water Bottle,Sports,WB-019,14.99,9,134.91,2026-04-27,online,364,60,150,5,Warehouse-C-17
1047,Baseball Cap,Apparel,BC-047,29.99,18,539.82,2026-04-27,wholesale,36,30,90,5,Warehouse-C-06
1045,Jeans,Apparel,JN-045,79.99,17,1359.83,2026-04-28,retail,34,12,40,14,Warehouse-C-30
1022,Standing Desk,Furniture,SD-022,449.99,17,7649.83,2026-04-28,wholesale,34,5,10,30,Warehouse-A-14
1030,File Cabinet,Furniture,FC-030,149.99,16,2399.84,2026-05-01,retail,32,10,28,14,Warehouse-A-30
1018,Fitness Tracker,Sports,FT-018,149.99,9,1349.91,2026-05-01,retail,18,12,35,14,Warehouse-C-10
1033,Toaster,Appliances,TO-033,49.99,8,399.92,2026-05-02,retail,56,15,50,10,Warehouse-C-08
1010,Noise Cancelling Headphones,Electronics,NCH-010,199.99,28,5599.72,2026-05-02,wholesale,56,10,25,14,Warehouse-B-01
1007,Monitor 27inch,Electronics,MN-007,299.99,9,2699.91,2026-05-02,retail,18,8,20,21,Warehouse-A-23
1033,Toaster,Appliances,TO-033,49.99,16,799.84,2026-05-03,wholesale,32,15,50,10,Warehouse-B-36
1043,Cotton T-Shirt,Apparel,CT-043,24.99,17,424.83,2026-05-04,wholesale,266,40,120,5,Warehouse-A-02
1045,Jeans,Apparel,JN-045,79.99,6,479.94,2026-05-04,wholesale,12,12,40,14,Warehouse-B-21
1020,Gym Gloves,Sports,GG-020,19.99,22,439.78,2026-05-04,wholesale,44,30,90,7,Warehouse-B-20
1003,Bluetooth Speaker,Electronics,BS-003,59.99,5,299.95,2026-05-05,retail,76,15,40,10,Warehouse-C-14
1019,Water Bottle,Sports,WB-019,14.99,15,224.85,2026-05-05,retail,30,60,150,5,Warehouse-B-02
1023,Desk Lamp,Furniture,DL-023,39.99,17,679.83,2026-05-06,retail,106,20,55,7,Warehouse-B-01
